datetime,timestamp,cog,sog
2019-07-15 07:59:33.126301065,1.5631775731263012e+18,2.6260998249053955,0.17000000178813934
2019-07-15 07:59:33.376085939,1.563177573376086e+18,2.625200033187866,0.14999999105930328
2019-07-15 07:59:33.630085939,1.563177573630086e+18,2.624799966812134,0.14999999105930328
2019-07-15 07:59:33.876085939,1.563177573876086e+18,2.621500015258789,0.1599999964237213
2019-07-15 07:59:34.126085939,1.563177574126086e+18,2.618799924850464,0.14999999105930328
2019-07-15 07:59:34.383085939,1.5631775743830858e+18,2.619499921798706,0.1599999964237213
2019-07-15 07:59:34.630085939,1.563177574630086e+18,2.6129000186920166,0.1599999964237213
2019-07-15 07:59:34.876085939,1.563177574876086e+18,2.607300043106079,0.17000000178813934
2019-07-15 07:59:35.127085939,1.5631775751270858e+18,2.6101999282836914,0.14999999105930328
2019-07-15 07:59:35.376085939,1.563177575376086e+18,2.611799955368042,0.17000000178813934
2019-07-15 07:59:35.630085939,1.563177575630086e+18,2.620800018310547,0.14999999105930328
2019-07-15 07:59:35.876767101,1.563177575876767e+18,2.6224000453948975,0.1599999964237213
2019-07-15 07:59:36.126767101,1.563177576126767e+18,2.619999885559082,0.1599999964237213
2019-07-15 07:59:36.375767101,1.563177576375767e+18,2.618799924850464,0.1599999964237213
2019-07-15 07:59:36.629767101,1.5631775766297672e+18,2.6141998767852783,0.1599999964237213
2019-07-15 07:59:36.875767101,1.563177576875767e+18,2.609999895095825,0.14999999105930328
2019-07-15 07:59:37.125767101,1.5631775771257672e+18,2.6092000007629395,0.1599999964237213
2019-07-15 07:59:37.379767101,1.563177577379767e+18,2.6050000190734863,0.14999999105930328
2019-07-15 07:59:37.630767101,1.563177577630767e+18,2.6033999919891357,0.17000000178813934
2019-07-15 07:59:37.876767101,1.563177577876767e+18,2.6039998531341553,0.14999999105930328
2019-07-15 07:59:38.126767101,1.563177578126767e+18,2.600399971008301,0.1599999964237213
2019-07-15 07:59:38.377770055,1.56317757837777e+18,2.5969998836517334,0.1599999964237213
2019-07-15 07:59:38.631770055,1.56317757863177e+18,2.600399971008301,0.1599999964237213
2019-07-15 07:59:38.877770055,1.56317757887777e+18,2.600600004196167,0.1599999964237213
2019-07-15 07:59:39.126770055,1.5631775791267702e+18,2.597399950027466,0.14999999105930328
2019-07-15 07:59:39.377770055,1.56317757937777e+18,2.5981998443603516,0.1599999964237213
2019-07-15 07:59:39.630770055,1.5631775796307702e+18,2.59689998626709,0.14999999105930328
2019-07-15 07:59:39.877770055,1.56317757987777e+18,2.5931999683380127,0.14999999105930328
2019-07-15 07:59:40.127770055,1.56317758012777e+18,2.5892999172210693,0.1599999964237213
2019-07-15 07:59:40.376770055,1.56317758037677e+18,2.5936999320983887,0.14999999105930328
2019-07-15 07:59:40.630770055,1.5631775806307702e+18,2.588599920272827,0.14999999105930328
2019-07-15 07:59:40.876246892,1.5631775808762468e+18,2.58489990234375,0.14000000059604645
2019-07-15 07:59:41.126246892,1.563177581126247e+18,2.583899974822998,0.14999999105930328
2019-07-15 07:59:41.376246892,1.5631775813762468e+18,2.585700035095215,0.1599999964237213
2019-07-15 07:59:41.630246892,1.563177581630247e+18,2.5897998809814453,0.1599999964237213
2019-07-15 07:59:41.876246892,1.5631775818762468e+18,2.594099998474121,0.14000000059604645
2019-07-15 07:59:42.126246892,1.563177582126247e+18,2.5917999744415283,0.14999999105930328
2019-07-15 07:59:42.377246892,1.563177582377247e+18,2.589599847793579,0.14999999105930328
2019-07-15 07:59:42.630246892,1.563177582630247e+18,2.596799850463867,0.14000000059604645
2019-07-15 07:59:42.876246892,1.5631775828762468e+18,2.6029000282287598,0.14000000059604645
2019-07-15 07:59:43.126246892,1.563177583126247e+18,2.6087000370025635,0.14000000059604645
2019-07-15 07:59:43.376001964,1.563177583376002e+18,2.6166000366210938,0.14000000059604645
2019-07-15 07:59:43.630001964,1.563177583630002e+18,2.638700008392334,0.11999999731779099
2019-07-15 07:59:43.877001964,1.563177583877002e+18,2.650899887084961,0.0
2019-07-15 07:59:44.126001964,1.563177584126002e+18,2.662400007247925,0.0
2019-07-15 07:59:44.376001964,1.563177584376002e+18,2.672999858856201,0.11999999731779099
2019-07-15 07:59:44.631001964,1.5631775846310019e+18,2.690999984741211,0.11999999731779099
2019-07-15 07:59:44.876001964,1.563177584876002e+18,2.7035000324249268,0.11999999731779099
2019-07-15 07:59:45.128001964,1.563177585128002e+18,2.7177999019622803,0.10999999940395355
2019-07-15 07:59:45.376001964,1.563177585376002e+18,2.7326998710632324,0.11999999731779099
2019-07-15 07:59:45.631001964,1.5631775856310019e+18,2.762899875640869,0.14000000059604645
2019-07-15 07:59:45.876334081,1.563177585876334e+18,2.7762999534606934,0.14000000059604645
2019-07-15 07:59:46.126334081,1.5631775861263342e+18,2.7862000465393066,0.14999999105930328
2019-07-15 07:59:46.376334081,1.563177586376334e+18,2.710099935531616,0.3199999928474426
2019-07-15 07:59:46.630334081,1.5631775866303342e+18,2.5182998180389404,0.1599999964237213
2019-07-15 07:59:46.877334081,1.563177586877334e+18,2.8464999198913574,0.14000000059604645
2019-07-15 07:59:47.126334081,1.5631775871263342e+18,2.949899911880493,0.14000000059604645
2019-07-15 07:59:47.376334081,1.563177587376334e+18,3.1176998615264893,0.17000000178813934
2019-07-15 07:59:47.629334081,1.563177587629334e+18,2.965399980545044,0.14000000059604645
2019-07-15 07:59:47.875334081,1.5631775878753341e+18,2.63100004196167,0.12999999523162842
2019-07-15 07:59:48.125334081,1.563177588125334e+18,2.4694998264312744,0.12999999523162842
